"CustomerKey","Quarter","Products","BasketSize","BasketValue"
11555,"2016-01","P+B Investment",110,1514.2538523537514
11556,"2016-01","Gold Investment",92,845.0095064874802
11559,"2016-01","Private Investment",106,825.6958201061491
11560,"2016-01","Gold Investment",91,980.9272925217278
11561,"2016-01","P+B Investment",106,1565.9381202523373
11563,"2016-01","Fund Manager+",92,889.8524817540854
11564,"2016-01","Private Investment",106,1572.7402314017854
11565,"2016-01","Fund Manager+",5,738.1897553739909
11570,"2016-01","P+B Investment",5,598.0087089523219
11571,"2016-01","Gold Investment",1,562.7085777489201
11573,"2016-01","Private Investment",3,300.82262253695205
11574,"2016-01","P+B Investment",118,1901.8575927020147
11576,"2016-01","Gold Investment",81,1147.3105217573893
11578,"2016-01","Private Investment",114,1352.906753273397
11582,"2016-01","P+B Investment",3,674.929545218876
11584,"2016-01","Fund Manager+",82,912.3362125975519
11585,"2016-01","Fund Manager+",6,707.2813107025463
11586,"2016-01","Private Investment",8,531.596521295513
11587,"2016-01","Fund Manager+",5,346.2026025034614
11588,"2016-01","Private Investment",96,2164.78549591116
11590,"2016-01","Private Investment",2,271.5934726190463
11591,"2016-01","Private Investment",108,1332.72389436726
11592,"2016-01","Private Investment",93,1581.2853542255414
11593,"2016-01","P+B Investment",32,742.7226249538336
11596,"2016-01","P+B Investment",24,793.9673840091115
11600,"2016-01","CO Investment",30,1373.554955794997
11602,"2016-01","P+B Investment",28,933.7624036306356
11603,"2016-01","P+B Investment",29,1594.4978948805042
11606,"2016-01","Private Investment",28,761.454624963651
11608,"2016-01","P+B Investment",113,942.9052540080922
11609,"2016-01","Fund Manager+",27,744.2213032657967
11611,"2016-01","CO Investment",43,1331.2444092836463
11612,"2016-01","Gold Investment",33,1140.93833840919
11615,"2016-01","Fund Manager+",38,925.0770200324005
11618,"2016-01","Private Investment",91,1086.6725300681924
11621,"2016-01","Private Investment",97,1335.2944736858785
11622,"2016-01","Gold Investment",97,1442.923455264268
11624,"2016-01","Private Investment",29,1187.6832677616294
11626,"2016-01","Gold Investment",21,807.1019496060321
11627,"2016-01","P+B Investment",24,959.0832326514858
11628,"2016-01","P+B Investment",25,1037.7707103195814
11630,"2016-01","Gold Investment",22,1096.4525746897416
11635,"2016-01","P+B Investment",45,1575.8144909459334
11636,"2016-01","CO Investment",22,1081.0507872545109
11637,"2016-01","Gold Investment",25,1325.289399457903
11641,"2016-01","Fund Manager+",33,787.0007870038495
11643,"2016-01","P+B Investment",39,1228.2738594541297
11646,"2016-01","Gold Investment",27,962.0899640067124
11647,"2016-01","Private Investment",37,833.8797195564143
11652,"2016-01","Gold Investment",101,1332.356765710885
11653,"2016-01","Private Investment",99,1339.177692727667
11654,"2016-01","Private Investment",95,790.2815866490564
11655,"2016-01","P+B Investment",101,1483.0843387884115
11656,"2016-01","Fund Manager+",94,1239.1144098266732
11657,"2016-01","P+B Investment",34,1046.8056076263258
11661,"2016-01","P+B Investment",42,816.9576080720013
11662,"2016-01","P+B Investment",29,1274.6625952697793
11663,"2016-01","Private Investment",104,1935.098736996443
11664,"2016-01","P+B Investment",102,1468.7127732040126
11666,"2016-01","Fund Manager+",98,1281.0099161477724
11668,"2016-01","Fund Manager+",93,1133.974815738342
11671,"2016-01","Private Investment",104,1714.097840265887
11676,"2016-01","Gold Investment",97,1590.0390671894747
11677,"2016-01","P+B Investment",102,884.5643278674461
11678,"2016-01","P+B Investment",103,885.2512462452539
11679,"2016-01","Private Investment",21,1087.5589242766496
11682,"2016-01","Fund Manager+",106,702.5583865936485
11684,"2016-01","Fund Manager+",108,1404.925702559209
11685,"2016-01","Fund Manager+",8,557.3956208962668
11687,"2016-01","Private Investment",8,434.5133762961259
11688,"2016-01","Gold Investment",5,738.5945526081811
11691,"2016-01","Private Investment",81,1148.5354384719697
11692,"2016-01","Fund Manager+",116,955.9925938396281
11693,"2016-01","Private Investment",5,557.5050626455461
11696,"2016-01","P+B Investment",2,475.42731787893086
11698,"2016-01","Private Investment",25,1354.7033923868469
11701,"2016-01","P+B Investment",3,707.6878006057518
11702,"2016-01","CO Investment",5,393.00378521213077
11703,"2016-01","Private Investment",102,965.9403536819423
11704,"2016-01","Private Investment",21,1555.7794480956045
11705,"2016-01","P+B Investment",97,918.1999141171991
11709,"2016-01","Fund Manager+",106,1010.6223876779475
11712,"2016-01","Private Investment",30,868.8806411446484
11715,"2016-01","Gold Investment",38,1479.3457075417748
11716,"2016-01","Private Investment",30,1266.8576374336644
11717,"2016-01","Fund Manager+",102,957.4669693980957
11719,"2016-01","Fund Manager+",104,968.3592458967655
11720,"2016-01","Private Investment",91,1325.9280766385907
11723,"2016-01","Fund Manager+",95,1763.4875291058372
11725,"2016-01","P+B Investment",102,1390.653931742358
11726,"2016-01","P+B Investment",25,764.2366372929898
11727,"2016-01","Fund Manager+",94,1537.6347795000902
11731,"2016-01","Private Investment",35,1064.2508771631988
11733,"2016-01","Private Investment",31,1490.2434672370719
11734,"2016-01","Private Investment",27,1152.1399966684164
11738,"2016-01","P+B Investment",26,1540.6480935286104
11740,"2016-01","Gold Investment",44,1135.2109970827605
11743,"2016-01","Gold Investment",33,1344.546137909419
11744,"2016-01","P+B Investment",29,1130.319442881741
11745,"2016-01","Fund Manager+",43,1380.0563847473968
11746,"2016-01","Fund Manager+",45,1290.2736492945237
11747,"2016-01","P+B Investment",36,1349.511475675227
11749,"2016-01","Private Investment",29,760.5927279237225
11753,"2016-01","Private Investment",92,1437.8688882093193
11755,"2016-01","Private Investment",109,1660.8046378641568
11756,"2016-01","Gold Investment",110,1130.2726402262788
11761,"2016-01","Gold Investment",97,1085.339793261
11766,"2016-01","Fund Manager+",99,1054.2826768027141
11767,"2016-01","Fund Manager+",92,1474.0533133146469
11771,"2016-01","Private Investment",28,783.0282811907136
11773,"2016-01","Fund Manager+",40,1499.339001294245
11774,"2016-01","P+B Investment",32,1414.8381898288999
11775,"2016-01","P+B Investment",33,878.6344650835258
11776,"2016-01","P+B Investment",31,1389.3454386219896
11778,"2016-01","Private Investment",42,926.4664481564571
11779,"2016-01","Private Investment",34,1361.728775081032
11783,"2016-01","Private Investment",99,1576.6601561094176
11785,"2016-01","Fund Manager+",35,1528.9790059115535
11786,"2016-01","Gold Investment",26,1080.3452135868877
11787,"2016-01","Fund Manager+",44,1579.4465891885784
11789,"2016-01","P+B Investment",30,1201.270676038025
11791,"2016-01","Gold Investment",31,1146.3635740925938
11792,"2016-01","Private Investment",35,1108.9440908057943
11793,"2016-01","P+B Investment",111,1418.7808966261132
11794,"2016-01","Gold Investment",98,973.7078433026534
11795,"2016-01","P+B Investment",91,1216.667333339543
11798,"2016-01","Fund Manager+",97,1677.4834718738862
11799,"2016-01","CO Investment",108,1751.434854699646
11801,"2016-01","Gold Investment",106,1545.8619757817253
11803,"2016-01","Private Investment",38,1231.575095073917
11805,"2016-01","P+B Investment",98,1297.5100458469224
11809,"2016-01","P+B Investment",97,953.145250427545
11810,"2016-01","Private Investment",88,1770.5382466728197
11812,"2016-01","Private Investment",103,1167.0378427549138
11815,"2016-01","P+B Investment",111,764.4769803922708
11816,"2016-01","Fund Manager+",101,801.9798762884731
11820,"2016-01","P+B Investment",25,1482.6402014139105
11823,"2016-01","Private Investment",31,918.2682342803162
11824,"2016-01","Fund Manager+",121,1132.1583749310803
11826,"2016-01","P+B Investment",5,435.91497388763133
11827,"2016-01","Private Investment",6,705.2763594698177
11828,"2016-01","P+B Investment",7,596.6312330125576
11829,"2016-01","Gold Investment",4,503.7571762086675
11830,"2016-01","Private Investment",40,741.2618474289229
11831,"2016-01","Private Investment",44,798.7622288823013
11833,"2016-01","Fund Manager+",98,991.7302317316523
11834,"2016-01","Fund Manager+",1,237.7474485750607
11837,"2016-01","Private Investment",6,710.2530488811096
11838,"2016-01","Private Investment",3,521.0434911703808
11839,"2016-01","Gold Investment",5,331.64758488469226
11840,"2016-01","Private Investment",8,436.89267122378135
11842,"2016-01","P+B Investment",99,1792.5469696231312
11843,"2016-01","Private Investment",30,1438.5122257451997
11844,"2016-01","Fund Manager+",104,1322.9166348250792
11846,"2016-01","Private Investment",101,1389.847604672625
11847,"2016-01","Private Investment",99,1814.8273237914748
11848,"2016-01","Gold Investment",34,676.729642930275
11849,"2016-01","Private Investment",31,1070.8401605234055
11850,"2016-01","P+B Investment",31,1052.104594900586
11851,"2016-01","CO Investment",37,1514.3462057905526
11853,"2016-01","Private Investment",44,840.2069278327782
11855,"2016-01","P+B Investment",29,788.264546977953
11858,"2016-01","P+B Investment",26,1218.8859928857141
11860,"2016-01","P+B Investment",26,1006.8163750071443
11866,"2016-01","P+B Investment",103,1742.5676849436215
11867,"2016-01","Gold Investment",107,743.5560808345681
11868,"2016-01","Fund Manager+",106,1665.1598004526436
11871,"2016-01","P+B Investment",105,1553.917457681595
11872,"2016-01","Gold Investment",7,412.2778863577471
11873,"2016-01","Fund Manager+",5,374.32787384598777
11875,"2016-01","Private Investment",1,395.7440824813516
11878,"2016-01","Gold Investment",6,711.9115519952746
11880,"2016-01","P+B Investment",87,1880.1012431116371
11882,"2016-01","P+B Investment",10,554.597576726027
11884,"2016-01","Fund Manager+",10,276.5008307364475
11885,"2016-01","P+B Investment",6,239.00481038174246
11886,"2016-01","P+B Investment",4,576.5452783255271
11887,"2016-01","Private Investment",7,237.5975720844359
11888,"2016-01","Fund Manager+",4,647.1377775933399
11889,"2016-01","Gold Investment",1,155.55783353552943
11890,"2016-01","P+B Investment",11,62.23605357287653
11892,"2016-01","Private Investment",7,521.0291547121525
11893,"2016-01","P+B Investment",6,289.4048970695151
11895,"2016-01","Fund Manager+",92,1850.0235315022537
11896,"2016-01","P+B Investment",113,1032.608924057819
11905,"2016-01","Private Investment",86,1231.7735354161305
11906,"2016-01","Fund Manager+",6,333.24111976426207
11907,"2016-01","Private Investment",6,501.46437626121747
11908,"2016-01","Private Investment",99,1009.4732607335527
11910,"2016-01","Private Investment",3,723.090447808414
11911,"2016-01","Gold Investment",101,1507.2279035801068
11917,"2016-01","Fund Manager+",5,607.639929991269
11919,"2016-01","Private Investment",5,308.03401802716735
11920,"2016-01","Private Investment",6,331.6533223223988
11924,"2016-01","P+B Investment",2,617.375649096018
11925,"2016-01","Private Investment",7,497.45795511778704
11926,"2016-01","Fund Manager+",103,1672.218756823926
11927,"2016-01","P+B Investment",83,1461.9867320950798
11928,"2016-01","Gold Investment",35,675.4784230402455
11929,"2016-01","Fund Manager+",2,591.4701595339307
11931,"2016-01","Private Investment",1,406.2110194149575
11933,"2016-01","P+B Investment",118,1479.398391787413
11934,"2016-01","P+B Investment",26,1593.5638310480035
11939,"2016-01","Fund Manager+",81,936.9621139025428
11940,"2016-01","Fund Manager+",111,968.8909047345799
11941,"2016-01","Private Investment",5,222.1348167455904
11946,"2016-01","Fund Manager+",90,978.5144738765173
11951,"2016-01","P+B Investment",101,1117.9980079578968
11952,"2016-01","Fund Manager+",92,1269.5546429928709
11953,"2016-01","Fund Manager+",6,153.27316991052777
11959,"2016-01","Gold Investment",4,687.2640408168877
11960,"2016-01","Fund Manager+",5,672.1400039917582
11961,"2016-01","Gold Investment",4,796.9662582101275
11963,"2016-01","CO Investment",5,162.07378905379204
11966,"2016-01","P+B Investment",106,1620.2569616737228
11969,"2016-01","Gold Investment",92,1279.4172177576652
11971,"2016-02","CO Investment",7,751.3044082578164
11972,"2016-02","Private Investment",6,366.09437894026314
11974,"2016-02","P+B Investment",2,207.93345238708307
11975,"2016-02","Private Investment",6,612.4237110743145
11977,"2016-02","Private Investment",8,332.92441342016275
11979,"2016-02","P+B Investment",93,1017.45304748223
11980,"2016-02","Private Investment",102,870.4619020568335
11982,"2016-02","Fund Manager+",115,904.4244145419957
11987,"2016-02","P+B Investment",85,1354.0801408528753
11988,"2016-02","Fund Manager+",86,1492.7464281270559
11989,"2016-02","Fund Manager+",123,2066.5306187719016
11990,"2016-02","Private Investment",2,575.5320685181817
11992,"2016-02","Gold Investment",90,1873.635990281973
11993,"2016-02","Private Investment",91,1720.6177146982463
11995,"2016-02","Private Investment",104,1724.4255886785102
11999,"2016-02","Private Investment",41,1310.8552695286726
12000,"2016-02","Fund Manager+",2,322.8208533985576
12004,"2016-02","Fund Manager+",107,2143.4590712592626
12007,"2016-02","P+B Investment",123,2013.2785114648054
12009,"2016-02","Private Investment",3,524.6067810886707
12011,"2016-02","Private Investment",1,795.0621497783391
12014,"2016-02","Private Investment",6,731.7898084256484
12015,"2016-02","CO Investment",4,443.2045845068217
12016,"2016-02","Fund Manager+",6,385.5406919245503
12018,"2016-02","Gold Investment",105,1181.908611263123
12021,"2016-02","Gold Investment",100,726.2952417931458
12022,"2016-02","Private Investment",40,1564.2236764006889
12023,"2016-02","Private Investment",31,992.1539823294391
12025,"2016-02","P+B Investment",108,1328.2500043243722
12028,"2016-02","P+B Investment",107,1068.4012188733054
12029,"2016-02","Private Investment",99,873.8579967078797
12030,"2016-02","Fund Manager+",94,1376.1012085005068
12032,"2016-02","Private Investment",95,1291.6451006591687
12033,"2016-02","P+B Investment",108,1482.7860467440078
12034,"2016-02","P+B Investment",108,768.7191661104813
12035,"2016-02","P+B Investment",96,1589.7852890183221
12036,"2016-02","P+B Investment",100,1195.602960464154
12037,"2016-02","P+B Investment",90,1196.2744085703084
